ï»¿imdbID,Title,Year,Genre,Director,Actors,Plot,imdbRating,imdbVotes,Poster,Rated,Released,Runtime,Writer,Language,Country,Awards,Ratings,Metascore,Type,Cluster
tt0410730,Taxidermia,2006,"Comedy, Drama, Horror",GyÃ¶rgy PÃ¡lfi,"Csaba Czene, IstvÃ¡n Gyuricza, Gina Moreno","Story about three generations of men: pervert that constantly seeks for new kinds of satisfaction, an obese speed eater and a passionate embalmer.",6.8,"18,983",https://m.media-amazon.com/images/M/MV5BMTM1OTU5NjAzMl5BMl5BanBnXkFtZTcwNDQ3NjA3Mg@@._V1_SX300.jpg,Not Rated,23 Aug 2006,94 min,"Lajos Parti Nagy, GyÃ¶rgy PÃ¡lfi, ZsÃ³fia Ruttkay","Hungarian, English, Russian","Hungary, Austria, France",9 wins & 5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,movie,3
tt6958212,Sweet Country,2017,"Adventure, Crime, Drama",Warwick Thornton,"Hamilton Morris, Shanika Cole, Ewen Leslie","Sweet Country is set in 1929 in the outback of the Northern Territory. It is the story of a young boy called Philomac, who witnesses Sam, an Aboriginal stockman kill station owner Harry Marsh in self defense. Sam and his pregnant wife Lizzie go on the run and a posse pursues them across the outback.",6.9,"9,952",https://m.media-amazon.com/images/M/MV5BYWI1YTVmNDAtNjg1MS00YjFlLThiMjMtM2FmNzgwOGJlMjJkXkEyXkFqcGc@._V1_SX300.jpg,R,06 Apr 2018,113 min,"David Tranter, Steven McGregor","English, Aboriginal",Australia,22 wins & 30 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88.0,movie,3
tt0473709,The TV Set,2006,"Comedy, Drama",Jake Kasdan,"David Duchovny, Sigourney Weaver, Ioan Gruffudd","A television network is making a pilot of Mike's quirky comedy based on the aftermath of his brother's suicide. As the network suits ask for change after change, and as Mike struggles with compromise, there are strains on families, execs who show rushes to their children, leads who feel each other out, and assistants who put a smile on everything. Can an honest show get made in the world of reality TV chasing an audience of teen-aged boys?",6.5,"6,085",https://m.media-amazon.com/images/M/MV5BODAyMjEzOTE0NF5BMl5BanBnXkFtZTcwMTc1NjU0MQ@@._V1_SX300.jpg,R,28 Apr 2006,88 min,Jake Kasdan,English,United States,1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,movie,0
tt0078239,Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure, Comedy, Fantasy",Michael Schultz,"Peter Frampton, Barry Gibb, Robin Gibb","Ever since they were sent into World War I battle in 1918, Sergeant Pepper and his Lonely Hearts Club Band of Heartland, USA have been spreading the message of joy and love to the world, which has made them and Heartland famous. Upon Sergeant Pepper's death in 1958, the band's instruments have been housed on display at Heartland City Hall as symbols of that love and joy. Before his death, Sergeant Pepper asked his adolescent grandson Billy Shears to take on the reins of forming his own band to continue to spread the message of joy and love. With Billy's brother Dougie Shears as their Manager, Billy, now an adult, and his three best friends, brothers Mark, Dave, and Bob Henderson, embark on their lives as a new Lonely Hearts Club Band. They quickly come to the attention of Hollywood music producer B.D. Hoffler Of B.D. (Big Deal) Records. With the boys off to Hollywood to spread the words of joy and love to the world, enter into Heartland the evil and demented Mr. Mustard, an ex-real estate agent who wants to take over Heartland by destroying what made it famous. To do so, he plans to steal the instruments in city hall, and promote the music of the F.V.B. (Future Villain Band) in place of the Lonely Hearts Club Band. With Billy's hometown girlfriend Strawberry Fields at their sides, the boys try to thwart Mustard's dastardly plan at their own peril while still trying to spread their own message of love and joy to the world.",4.2,"7,359",https://m.media-amazon.com/images/M/MV5BYzNmYzAyNzQtZDllNS00YzE4LTk2MWUtZThiYTZlZWY1OTU3XkEyXkFqcGc@._V1_SX300.jpg,PG,24 Jul 1978,113 min,"Henry Edwards, Tom O'Horgan, Robin Wagner",English,"United States, United Kingdom, West Germany",2 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27.0,movie,2
tt4481414,Gifted,2017,Drama,Marc Webb,"Chris Evans, Mckenna Grace, Lindsay Duncan","Frank Adler (Chris Evans) is a single man raising a child prodigy - his spirited young niece Mary (Mckenna Grace) in a coastal town in Florida. Frank's plans for a normal school life for Mary are foiled when the seven-year-old's mathematical abilities come to the attention of Frank's formidable mother Evelyn (Lindsay Duncan) whose plans for her granddaughter threaten to separate Frank and Mary. Octavia Spencer plays Roberta, Frank and Mary's landlady and best friend. Jenny Slate is Mary's teacher, Bonnie, a young woman whose concern for her student develops into a connection with her uncle as well.",7.6,"155,205",https://m.media-amazon.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_SX300.jpg,PG-13,12 Apr 2017,101 min,Tom Flynn,English,United States,6 wins & 7 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,movie,4
tt2366450,Stories We Tell,2012,Documentary,Sarah Polley,"Michael Polley, John Buchan, Mark Polley","In this inspired, genre-twisting new film, OscarÂ®-nominated writer/director Sarah Polley discovers that the truth depends on who's telling it. Polley is both filmmaker and detective as she investigates the secrets kept by a family of storytellers. She playfully interviews and interrogates a cast of characters of varying reliability, eliciting refreshingly candid, yet mostly contradictory, answers to the same questions. As each relates their version of the family mythology, present-day recollections shift into nostalgia-tinged glimpses of their mother, who departed too soon, leaving a trail of unanswered questions. Polley unravels the paradoxes to reveal the essence of family: always complicated, warmly messy and fiercely loving. Stories We Tell explores the elusive nature of truth and memory, but at its core is a deeply personal film about how our narratives shape and define us as individuals and families, all interconnecting to paint a profound, funny and poignant picture of the larger human story.",7.5,"14,358",https://m.media-amazon.com/images/M/MV5BMTg3MDU2NjI3N15BMl5BanBnXkFtZTcwMjYwMzYyOQ@@._V1_SX300.jpg,PG-13,17 Jan 2013,108 min,"Sarah Polley, Michael Polley",English,Canada,25 wins & 44 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91.0,movie,3
tt4481514,The House,2017,"Comedy, Crime",Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins","Scott and Kate Johansson are elated to discover their daughter Alex has been accepted into bucknell university. However, the town college scholarship program refuses to fund any more tuitions. Out of options, the couple makes an executive decision to open an underground illegal casino in their friend Frank's basement. Unfortunately, the authorities soon become suspicious. Now what?!",5.6,"48,372",https://m.media-amazon.com/images/M/MV5BMTc0NDYwNzU2M15BMl5BanBnXkFtZTgwOTUxNDg0MTI@._V1_SX300.jpg,R,30 Jun 2017,88 min,"Brendan O'Brien, Andrew Jay Cohen",English,United States,1 win total,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,movie,2
tt5638642,The Ritual,2017,"Horror, Mystery, Thriller",David Bruckner,"Rafe Spall, Arsher Ali, Robert James-Collier","A group of friends reunite after a long time to plan a vacation. They finally decide to go on a hiking trip in Sweden (North-West Europe). When one of them is injured, they have no choice but to cut through the forest in order to arrive at the lodge a couple of hours sooner. During a raging rainstorm, they spent the night in a spooky, abandoned house. What awaits them are things they never expect out of this supposedly bonding trip.",6.4,"138,326",https://m.media-amazon.com/images/M/MV5BMjAzMzAyMDI4Ml5BMl5BanBnXkFtZTgwODMwOTY2NDM@._V1_SX300.jpg,TV-MA,09 Feb 2018,94 min,"Joe Barton, Adam Nevill","English, Swedish","United Kingdom, Canada",4 wins & 5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,movie,2
tt0110771,The Paper,1994,"Comedy, Drama",Ron Howard,"Michael Keaton, Glenn Close, Robert Duvall","Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions.",6.7,"17,081",https://m.media-amazon.com/images/M/MV5BMmZmYzZiNTAtNWFlNy00ZjQxLTlhMDQtZmVmOGZhMmRlZDYyXkEyXkFqcGc@._V1_SX300.jpg,R,25 Mar 1994,112 min,"David Koepp, Stephen Koepp",English,United States,Nominated for 1 Oscar. 1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,movie,2
tt0473488,A Guide to Recognizing Your Saints,2006,"Crime, Drama",Dito Montiel,"Robert Downey Jr., Rosario Dawson, Shia LaBeouf","Dito, a writer in L.A., goes home to Astoria, Queens, after a 15-year absence when his mother calls to say his father's ill. In a series of flashbacks we see the young Dito, his parents, his four closest friends, and his girl Laurie, as each tries to navigate family, race, loyalty, sex, coming of age, violence, and wanting out. A ball falls onto the subway tracks at a station, small things get out of hand. Can Dito go home again?",6.9,"27,169",https://m.media-amazon.com/images/M/MV5BMTU3OTQwNDAwMV5BMl5BanBnXkFtZTcwNjQ3OTYzMQ@@._V1_SX300.jpg,R,13 Oct 2006,100 min,Dito Montiel,"English, Spanish",United States,8 wins & 9 nominations,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,movie,4
tt1847713,The Guillotines,2012,"Action, Drama",Wai Keung Lau,"Xiaoming Huang, Ethan Juan, Purba Rgyal","During the Manchurian-ruled Qing Dynasty, Emperor Yong Zheng established a secret assassination squad known as the Guillotines to eliminate all who opposed him. Once heavily favored by the Emperor, the Guillotines are deemed expendable once Emperor Qian Long ascends to the throne and adopts Western ideas and technology. To consolidate his power under a new regime, the Emperor continues to use the Guillotines to persecute the conquered Han Chinese in a reign of terror and oppression.",4.8,"1,478",https://m.media-amazon.com/images/M/MV5BNDQxMDMzODktNzU4ZS00NDU5LWJhYTUtMTE3YmRjYWVlZWU2XkEyXkFqcGc@._V1_SX300.jpg,R,14 Jun 2013,112 min,"Oi-Wah Lam, Joyce Chan, Yuet-Jan Hui",Mandarin,"China, Haiti, Hong Kong, Canada",5 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,movie,3
tt0473500,Kettle of Fish,2006,"Comedy, Romance",Claudia Myers,"Matthew Modine, Gina Gershon, Christy Scott Cashman","Mel is a musician in Manhattan, with plenty of one-night stands but no steady companion, except for his goldfish. He decides to move in with his current girlfriend, so he sublets his flat to Ginger, an English biologist new in town. The day he moves out, he flips for the bride at a wedding where he's playing, breaks up with his girlfriend, and moves back into his flat, negotiating with Ginger to her temporary flatmate. Meanwhile, he pursues Diana, the bride, working as the elevator operator in her building while he and Ginger develop a friendship as she does research on his fish. One of her lab frogs and his fish develop an attraction: is this a harbinger of opposites attracting?",5.2,729,https://m.media-amazon.com/images/M/MV5BMTcyOTMwMjI4NF5BMl5BanBnXkFtZTcwNzA1MDA0MQ@@._V1_SX300.jpg,R,27 Apr 2006,97 min,Claudia Myers,English,United States,1 nomination,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,movie,1
tt0293429,Mortal Kombat,2021,"Action, Adventure, Fantasy",Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson","MMA fighter Cole Young (Lewis Tan), accustomed to taking a beating for money, is unaware of his heritage-or why Outworld's Emperor Shang Tsung (Chin Han) has sent his best warrior, Sub-Zero (Joe Taslim), an otherworldly Cryomancer, to hunt Cole down. Fearing for his family's safety, Cole goes in search of Sonya Blade (Jessica McNamee) at the direction of Jax (Mehcad Brooks), a Special Forces Major who bears the same strange dragon marking Cole was born with. Soon, he finds himself at the temple of Lord Raiden (Tadanobu Asano), an Elder God and the protector of Earthrealm, who grants sanctuary to those who bear the mark. Here, Cole trains with experienced warriors Liu Kang (Ludi Lin), Kung Lao (Max Huang) and rogue mercenary Kano (Josh Lawson), as he prepares to stand with Earth's greatest champions against the enemies of Outworld in a high stakes battle for the universe. But will Cole be pushed hard enough to unlock his arcana-the immense power from within his soul-in time to save not only his family but to stop Outworld once and for all?",6.1,"201,721",https://m.media-amazon.com/images/M/MV5BNmRmN2I5M2EtNDA1Ny00N2ZmLWE3YWYtMjQ1NTFjY2Q4NWM5XkEyXkFqcGc@._V1_SX300.jpg,R,23 Apr 2021,110 min,"Greg Russo, Dave Callaham, Oren Uziel","English, Japanese, Chinese",United States,4 wins & 10 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,movie,1
tt0443272,Lincoln,2012,"Biography, Drama, History",Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn","In 1865, as the American Civil War winds inexorably toward conclusion, U.S. president Abraham Lincoln endeavors to achieve passage of the landmark constitutional amendment which will forever ban slavery from the United States. However, his task is a race against time, for peace may come at any time, and if it comes before the amendment is passed, the returning southern states will stop it before it can become law. Lincoln must, by almost any means possible, obtain enough votes from a recalcitrant Congress before peace arrives and it is too late. Yet the president is torn, as an early peace would save thousands of lives. As the nation confronts its conscience over the freedom of its entire population, Lincoln faces his own crisis of conscience -- end slavery or end the war.",7.3,"278,651",https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg,PG-13,16 Nov 2012,150 min,"Tony Kushner, Doris Kearns Goodwin",English,"United States, India",Won 2 Oscars. 107 wins & 251 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,movie,1
tt0473444,Curse of the Golden Flower,2006,"Action, Drama, Romance",Yimou Zhang,"Chow Yun-Fat, Gong Li, Jay Chou","China, Later Tang Dynasty, 10th Century. On the eve of the Chong Yang Festival, golden flowers fill the Imperial Palace. The Emperor (Chow Yun Fat) returns unexpectedly with his second son, Prince Jai (Jay Chou). His pretext is to celebrate the holiday with his family, but given the chilled relations between the Emperor and the ailing Empress (Gong Li), this seems disingenuous. For many years, the Empress and Crown Prince Wan (Liu Ye), her stepson, have had an illicit liaison. Feeling trapped, Prince Wan dreams of escaping the palace with his secret love Chan (Li Man), the Imperial Doctor's daughter. Meanwhile, Prince Jai, the faithful son, grows worried over the Empress's health and her obsession with golden chrysanthemums. Could she be headed down an ominous path? The Emperor harbors equally clandestine plans; the Imperial Doctor (Ni Dahong) is the only one privy to his machinations. When the Emperor senses a looming threat, he relocates the doctor's family from the Palace to a remote area. While they are en route, mysterious assassins attack them. Chan and her mother, Jiang Shi (Chen Jin) are forced back to the palace. Their return sets off a tumultuous sequence of dark surprises. Amid the glamour and grandeur of the festival, ugly secrets are revealed. As the Imperial Family continues its elaborate charade in a palatial setting, thousands of golden armored warriors charge the palace. Who is behind this brutal rebellion? Where do Prince Jai's loyalties lie? Between love and desire, is there a final winner? Against a moonlit night, thousands of chrysanthemum blossoms are trampled as blood spills across the Imperial Palace.",7.0,"47,241",https://m.media-amazon.com/images/M/MV5BMTFhYWNkNzMtZGFiNy00MTcxLTlmNzMtMWNkODQ4N2MxZWFmXkEyXkFqcGc@._V1_SX300.jpg,R,12 Jan 2007,114 min,"Nan Wu, Zhihong Bian, Yu Cao",Mandarin,"China, Hong Kong, United Kingdom, United States",Nominated for 1 Oscar. 19 wins & 35 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,movie,3
tt5639354,A Fantastic Woman,2017,Drama,SebastiÃ¡n Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco","Somewhere in Santiago at a dimly-lit nightclub, Orlando, the kindly and well-off owner of a textile company, locks eyes with Marina, a hopeful singer and the roughly half-his-age love of his life. But, unfortunately, after Marina's birthday celebration and a night of passion, Orlando falls gravely ill--and by the following morning--he dies in hospital. In the wake of her companion's untimely death, Marina will soon realise that, from now on, everything is brought into question: her involvement in Orlando's death, their unconventional relationship; and above all, her right to mourn her beloved deceased. In the end, what was Marina's crime; a deed so hideous that would rob a fantastic woman of her respect, her dignity, and ultimately, her identity?",7.2,"28,199",https://m.media-amazon.com/images/M/MV5BM2QxOTMwMzktOGUzYi00OWI2LTkyMDktNGQ5ZmRiOWRlYWNkXkEyXkFqcGc@._V1_SX300.jpg,R,02 Feb 2018,104 min,"SebastiÃ¡n Lelio, Gonzalo Maza, Eliseo Altunaga","Spanish, Chinese","Chile, Spain, Germany, United States",Won 1 Oscar. 37 wins & 46 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,movie,4
tt0110722,Oleanna,1994,"Drama, Thriller",David Mamet,"William H. Macy, Debra Eisenstadt, Diego Pineda","A two character movie, involving a college professor, John, who is confronted by a female student, Carol, who is failing his course. The two spend a long time talking to each other, during which time John says a few things that can be taken the wrong way. After the night the two spent talking, John is slapped with a sexual harassment accusation by Carol. After more accusations from Carol, John's career as a teacher begins to fall apart. This forces John with a choice on how to handle the situation, and the results make up for a shattering ending to the movie.",6.5,"3,839",https://m.media-amazon.com/images/M/MV5BMDA4MWE3OGYtNjYzZi00MGViLThjZDQtMjRjMjIxOTJhMjJkXkEyXkFqcGc@._V1_SX300.jpg,Not Rated,04 Nov 1994,89 min,David Mamet,English,"United Kingdom, United States",1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,movie,2
tt0110725,On Deadly Ground,1994,"Action, Adventure, Thriller",Steven Seagal,"Steven Seagal, Michael Caine, Joan Chen","Forrest Taft (Steven Seagal) is an environmental Agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt C.E.O., Michael Jennings (Sir Michael Caine), is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him. He even makes commercials that make him look like he cares about the environment. Jennings is almost finished with building his new state-of-the art oil rig: AEGIS-1. The problem is that if he doesn't finish building the rig in thirteen days, the land rights will be returned to the Eskimos and the Alaskan Government. When Jennings finds out that Taft's best friend Hugh Palmer (Richard Hamilton) has a computer disk that contains information about defective equipment on AEGIS-1, he sends out his goons to murder Palmer. When Taft tries to interfere, Jennings tries to kill Taft. But an Eskimo woman named Masu (Joan Chen), who introduces Taft to her father Silook (Chief Irvin Brink), the Chief of her tribe, rescues Taft. With Masu's help, Taft begins a trek through the Alaskan wilderness, heading straight for AEGIS-1 and to destroy it before it destroys all of the forest.",4.6,"26,625",https://m.media-amazon.com/images/M/MV5BNWM0MTM2YWItYzg2My00MTNhLWFlOGYtMjRiMDcyYmFmNThmXkEyXkFqcGc@._V1_SX300.jpg,R,18 Feb 1994,101 min,"Ed Horowitz, Robin U. Russin","English, Inuktitut",United States,1 win & 6 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33.0,movie,2
tt1307068,Seeking a Friend for the End of the World,2012,"Adventure, Comedy, Drama",Lorene Scafaria,"Steve Carell, Keira Knightley, Melanie Lynskey","An asteroid named ""Matilda"" is on a collision course towards Earth and in three weeks the world will come to an absolute end. What would you do if your life and the world were doomed? One man decides to spend his time searching for his long lost love from high school during the coming catastrophe.",6.7,"122,142",https://m.media-amazon.com/images/M/MV5BNDgxYzQ5ZGYtZDAyMS00MWNiLWIwMWMtZmIwODUwODFhYjdlXkEyXkFqcGc@._V1_SX300.jpg,R,22 Jun 2012,101 min,Lorene Scafaria,English,United States,3 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,movie,1
tt0110729,Once Were Warriors,1994,"Crime, Drama",Lee Tamahori,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell","Set in urban Auckland (New Zealand) this movie tells the story of the Heke family. Jake Heke is a violent man who beats his wife frequently when drunk, and yet obviously loves both her and his family. The movie follows a period of several weeks in the family's life showing Jake's frequent outburst of violence and the effect that this has on his family. The youngest son is in trouble with the police and may be put into a foster home while the elder son is about to join a street gang. Jake's daughter has her own serious problems which are a key element in the plot.",7.9,"37,765",https://m.media-amazon.com/images/M/MV5BOTdjYzZiZjMtMzk1MC00MDczLWIxNWEtMjk1ZDMxMzNlZDE2XkEyXkFqcGc@._V1_SX300.jpg,R,03 Mar 1995,102 min,"Riwia Brown, Alan Duff","English, Maori, Spanish",New Zealand,22 wins & 7 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,movie,1
tt0110684,Nobody's Fool,1994,"Comedy, Drama",Robert Benton,"Paul Newman, Bruce Willis, Jessica Tandy","Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis Carl, and flirts with Carl's young wife Toby. Sully's long-forgotten son and his family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",7.3,"24,357",https://m.media-amazon.com/images/M/MV5BNmNmYWYwZTctM2QzYS00Y2JlLTkyODgtYmVlNmRhNGE3YWJkXkEyXkFqcGc@._V1_SX300.jpg,R,13 Jan 1995,110 min,"Richard Russo, Robert Benton",English,United States,Nominated for 2 Oscars. 5 wins & 10 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,movie,1
tt0362225,Tell No One,2006,"Crime, Drama, Mystery",Guillaume Canet,"FranÃ§ois Cluzet, Marie-JosÃ©e Croze, AndrÃ© Dussollier","Pediatrician Dr. Alexandre Beck (FranÃ§ois Cluzet) misses his beloved wife Margot Beck (Marie-JosÃ©e Croze), who was brutally murdered eight years ago when he was the prime suspect. When two bodies are found near where the corpse of Margot was dumped, the Police re-open the case and Alex becomes suspect again. The mystery increases when Alex receives an e-mail showing Margot older and alive.",7.5,"59,908",https://m.media-amazon.com/images/M/MV5BMjA1NDcyMzY1Ml5BMl5BanBnXkFtZTcwNjc1MDY3MQ@@._V1_SX300.jpg,Not Rated,01 Nov 2006,131 min,"Guillaume Canet, Harlan Coben, Philippe Lefebvre",French,"France, United Kingdom",13 wins & 15 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,movie,2
tt6087426,Still/Born,2017,"Horror, Thriller",Brandon Christensen,"Christie Burke, Jesse Moss, Rebecca Olson","Mary, a new mother, gives birth to twins, but only one of them is alive. While taking care of her living child, Adam, she suspects that something, a supernatural entity, has chosen him and will stop at nothing to take him from her.",5.4,"4,636",https://m.media-amazon.com/images/M/MV5BZjVkOTVmNWYtNTQzMy00YzhhLTk2ZTUtMmI3NGZmZjVmN2RkXkEyXkFqcGc@._V1_SX300.jpg,R,09 Feb 2018,87 min,"Colin Minihan, Brandon Christensen",English,Canada,3 wins & 2 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,movie,1
tt0110649,The New Age,1994,"Comedy, Drama",Michael Tolkin,"Peter Weller, Judy Davis, Patrick Bauchau","A 'grown-up' film about adult relationships, and the vapidness of new ageism. Peter and Katherine Witner are well-off, SoCal yuppies. They're intelligent, and have great jobs but no centre - no real foundation which gives messaging to their lives - just very hedonistic, and emotionally immature. When they both lose their jobs, they begin to have sex with various partners. As a solution to their situation; they decide to start a business, together, and in order to find meaning to their empty lives, they turn to various new age gurus, and other such groups. Eventually, they emotionally hit rock bottom, and must make some hard decisions.",5.7,"1,287",https://m.media-amazon.com/images/M/MV5BYTkwNDkwMTgtNTU4MS00M2QyLWJlOTEtNTIyN2ViZWJkZjFmXkEyXkFqcGc@._V1_SX300.jpg,R,16 Sep 1994,112 min,Michael Tolkin,English,United States,1 win,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,movie,4
tt0110632,Natural Born Killers,1994,"Crime, Romance",Oliver Stone,"O-Lan Jones, Woody Harrelson, Juliette Lewis","Mickey Knox and Mallory Wilson aren't your typical lovers - after killing her abusive father, they go on a road trip where, every time they stop somewhere, they kill pretty well everyone around them. They do however leave one person alive at every shootout to tell the story and they soon become a media sensation thanks to sensationalized reporting. Told in a highly visual style.",7.2,"264,242",https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@._V1_SX300.jpg,R,26 Aug 1994,119 min,"Quentin Tarantino, David Veloz, Richard Rutowski","English, Navajo, Japanese",United States,5 wins & 10 nominations total,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,movie,1
tt0473174,Coffee Date,2006,"Comedy, Romance",Stewart Wade,"Jonathan Bray, Jonathan Silverman, Wilson Cruz",Todd's life spins out of control when an unexpected friendship with a gay man causes everyone in his life to start believing he's gay. Do they know something he doesn't?,6.3,"1,557",https://m.media-amazon.com/images/M/MV5BNjQ1NTM1OTU5M15BMl5BanBnXkFtZTcwNjE0MDMzMQ@@._V1_SX300.jpg,Not Rated,10 Nov 2006,91 min,Stewart Wade,English,United States,2 wins & 1 nomination total,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,movie,1
