Title,Plot_clean,Genre_list
This Is Not a Movie,twisted apocalyptic satire movie envisions end world bipolar mind strungout popculture addict starring edward furlong peter coyote jagged atmospheric score slash,['Comedy']
Horror Anthology Movie Volume 1,original horror tale featuring cordyceps principle sociopathic photographer dream killing indifferent domineering wife one day shooting expedition discovers something deep southern swamp might trick five mile straight ahead world war four soldier sent scouting mission german squadron instead find something far terrifying thing shed late one dark stormy night stanley get late night visit old friend martin arrives disheveled carrying mysterious black box night discover horrifying secret section theater tank technician hooker hustler time doubt came blood saint tormented feeling sexual inadequacy monty enlists aid nefarious dr benweise doctor unorthodox method curing montys affliction lead chain event absurd horrifying footage found arabi found footage within footage found writer hp lovecraft visit new orleans june discover work fiction based upon blood curdling reality,['Horror']
ST: Aka to Shiro no Sôsa File the Movie,st aka shiro ssa file movie tell story st team tokyo metropolitan police department consists eccentric member member cooperate others others reveal front others samon leader st team young inspector tomohisa tasked managing team st scientific task force attempt solve difficult case,['Thriller']
Horror Movie: The Movie,sarah pagan high school student sexually assaulted emotional felt revenge summons like freddy krueger ghostface jason voorhees michael myers horror movie icon kill peer must figure break spell put horror villain back dvd late,"['Short', 'Horror']"
Gretchen Road Movie,journey brazilian failed singerperformer decides time change career make bid become political figure hometown itamarac island,['Documentary']
The Next Step Live: The Movie,film feature exclusive footage dancer series next step prepared firstever tour canada also includes live performance exclusive interview cast member,['Documentary']
Not Another Black Movie,would go therapy crazy family member collect million wouldnt easy think family matriarch big mama pass away dying wish make sure family raised address personal demon dysfunctional family must seek unconventional therapy order get multimillion dollar inheritance chaos ensues forced deal old rivalry volatile marriage failed dream,['Comedy']
Heaven's Lost Property the Movie: The Angeloid of Clockwork,hiyori sweet shy wallflower infatuated tomoki join new world discovery club order get closer crush tomokis love peace quiet lead try scare hiyori away usual perverted antic hiyori remains committed cause tragic accident change everything seems hiyori mysterious connection angeloids,"['Animation', 'Action', 'Comedy']"
Buster Jones: The Movie,buster jones movie detail adventure africanamerican minor league basketball star also trained martial art cousin bootsy murdered weapon dealer asia buster find thrown turbulent battle organized terrorist ring pursuit lead buster summer olympics los angeles find plunged ultimate fight save fate free world,"['Short', 'Action']"
Art Therapy: The Movie,epic journey around world exploring innovative way art therapy used overcome emotional challenge traumatic experience,['Documentary']
Another Superhero Movie,story bruce outofshape kind geeky kind guy story start nerdy guy accidentally killing brand new first girlfriend first intimate moment mysterious gunshot cant figure came noticing finger smoking put two two together bruce shoot bullet finger depressed bruce decides take life wise old madge appears mentor convinces deformity really gift bruce higher calling protect world villainy bruce aka fingerbanger must go soon nemesis golden fist fingerbanger save world evil power golden fist fist gold,"['Action', 'Comedy']"
Another Zombie Movie,experiment go wrong start zombie apocalypse eleven year teen cj brice branham sister jessica sabri irizarry attacked cj jessica escape forest meet aaron rhett bailey invite live friend one group member carl sultan jenkins tell cj might cure zombie cj want find one else want risk going long cheesy monologue cj convinces go,"['Short', 'Action']"
Epen Cupen the Movie,celo young man papua prompting father go look lost twin brother since childhood celo set following instruction dream father saw twin brother battlefield arrival city jayapura accidentally celo met babe bankrupt businessman medan asking look battlefield babe involved lot debt make problem celo grow complicated chased debt collector hid airport cargo warehouse unknowingly carried air jakarta jakarta celo babe involved lot new problem especially pursued nato beko gang fighting dragon estate owned william male deer gang celo honest apart must find twin brother involved conflict urban gang babe cunning also continue utilize cello get wish,"['Action', 'Comedy']"
My Movie Girl,everything adam know love learned movie unfortunately adam cary grant closest he come experiencing true romance one drunken night unrequited love kate evening failed live adam expectation cast kate movie recreation one night hoping better ending total flop adam forced cast new kate longer want part part recasting kate lead ending even adam never saw coming playful comedy love movie love movie affect love,"['Comedy', 'Romance']"
MERCS Movie,graphic novel action feature film set hyper reality world soldier hire clash bullet fly mix live action animation bring classic tale action revenge retribution friendship life dark twisted tale faint hearted,['Action']
We Made This Movie,five graduating high school senior prospect decide make outrageous comedy movie hope getting famous escaping depressing town leader director lebron confident movie big hit get geeky freshman follow around video camera record making accident camera begin capture glimpse lebron friend actual life full drama much compelling silly movie set make,['Comedy']
Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!,gobusters must protect tokyo enetower evil vaglass organization however enters new creation steamloid cause buddy roids rust making unable fight used buster machine,"['Short', 'Action', 'Adventure']"
O.T. The Movie,thai movie titled ot movie aka ot phi overtime supposed spawned thai horror anthology continues story one segment told therewell cant really say director isara nadee managed make something noteworthy horror comedywhile movie run normal feature length little interest happened movie felt like four hour movie marathon gave movie minute ordeal well simply bored mind interest storyline ever stuck movie hoping would become better story progressed never happenedthe storyline mundane boring truth told one main reason movie fell short entertaining well also character gallery essentially pointless character interest seemed samefor comedy laugh indeed horror movie equally even thai person would find movie scary much less seasoned horror veteran myselfmy rating ot movie settle generous three ten star solely movie really nice production quality show movie maker put genuine effort however honestly say going returning watch rest movie point future,"['Comedy', 'Horror', 'Thriller']"
Little Johnny: The Movie,celebrates wrongest joke ever told coming age story thats brimming irreverent humor largerthanlife character crackling action boot remind great cartoon yesteryear,"['Animation', 'Comedy']"
Boy Pick-Up: The Movie,underground battle going name love soldier pikapistas pickup line weapon woo gorgeous neneng b war sizzle dark corner metro one undefeated champion among boy pickup legendary enigmatic hypnotic thats appeal dont get line word penetrate heart,['Comedy']
E.N.D. The Movie,day zero begin funeral home day epidemic already devoured entire planet set house wood day zombie become something monster know prison surrounded postapocalyptic scenario,['Horror']
Saru Lock the Movie,beautiful mayumi enlists help yataro sarumaru master locksmith notorious womanizer open bank safe deposit box result yataro fleeing police hot pursuit,['Comedy']
Halo 4 Movie: Reclaimer Trilogy Part 1 - Awakening,fan made film created using clip halo series allow someone never played game watch understand cinema scene halo though film halo start new saga master chief story saga known reclaimer saga end halo saw master chief petty officer john orbiting planet hear say cortana wake need well time needed film start halo last left torn half ship orbiting planet around four year event halo john wake cortana screaming john need creates beginning new saga halo see new breed enemy called prometheans prometheans ai created forerunner protect planet unfortunately human seen threat however despite made forerunner prometheans much darker sinister plot also aside prometheans cortana turning rampant begun turn master chief new twist master chief working together spartan iv replacement master chief,['Action']
Mandrake: The Movie,hbo hd murder client joao paulo birman mandrake investigates uncovers new suspectsand birman family secret,['Crime']
Movie Mind Machine,two movie buff invent memoryerasing machine allows watch favorite movie like first time,"['Short', 'Adventure', 'Comedy']"
Idaho the Movie 2,sequel original emmy awardwinning film idaho movie reveals timeless beauty untouched place artist theme carry viewer wild wide open landscape,['Documentary']
Goddotan: Kisu gaman senshuken the Movie,hitori gekidan get crew bus assuming participate travel program overhears people monitoring room announce beginning hour kiss pressure game assaulted attractive actress pleading kiss well deadly mercenary zombie attempting kidnap,"['Comedy', 'Horror']"
Kamen Rider Movie War Mega Max: Kamen Rider vs. Kamen Rider Fourze & OOO,underground research organization named foundation x reveals plan use meteorite striking earth combining zodiarts switch core medal order eliminate kamen rider,"['Action', 'Adventure', 'Comedy']"
Happy Console Gamer: The Movie,early game created never released video game one meant find video game one meant play two youtube game reviewer go adventure find greatest game ever created johnny millenium rob man must face evil corporation two deadly assassin one internet troll surprising shocking mr fufu finally popular youtube show happy console gamer burst scene exciting actionadventure comedy johnny rob able find weild greatest game ever made,['Comedy']
HeartCatch PreCure the Movie: Fashion Show in the Flower Capital... Really?!,erikas mother prepares fashion show paris tsubomi friend tagging along meet mysterious boy named oliver befriend however appearance new evil threatens friendship even world,['Animation']
Grocery Store Action Movie,hapless everyman express checkout lane grocery store realizes horror forgotten allimportant cracker dinner guest already way must risk life limb achieve impossible locate salty snack losing place line hilarious sendup action movie clichs created starring threetime canadian comedy awardwinning sketch duo peter n chris,"['Short', 'Action', 'Comedy']"
Atashin'chi: The 3D Movie,lightning bolt give mr tachibana telekinetic power leading become superhero assist townspeople minor inconvenience time neglecting housework annoying family,"['Animation', 'Short']"
Minecraft School the Movie,mr gvsm jennifer must stop mr zombie man finishing evil plan conquer,"['Adventure', 'Short']"
How Did They Ever Make a Movie of Facebook?,detailed look making social network along interview cast crew including behind scene,['Documentary']
Care Bears: The Giving Festival Movie,care power join funshine share cheer whole care power team organize annual giving festival adorable tale,['Animation']
Minecraft School the Movie 2,mr gvsm must defeat mr zombie man help friend family town mw longer exist,['Adventure']
Ressha Sentai ToQger vs. Kyoryuger: The Movie,ressha sentai toqger v kyoryuger movie upcoming v teamup movie ressha sentai toqger zyuden sentai kyoryuger film set premiere japanese theater january standard past five v movie likely protagonist shuriken sentai ninninger make debut movie,['Action']
The Lizzie Movie,martial art group kidnaps lizzie find taking challenge stopping possibility animation change within world,['Animation']
"Athena, Secret Agency - The Movie",story began around time iris kim hyunjun hunted north korean traitor budapest south korea president cho myungho lee junggil expressed interest advancing nuclear technol,"['Action', 'Romance']"
Shuriken Sentai Ninninger vs. ToQger the Movie: Ninjas in Wonderland,teamup movie shuriken sentai ninninger ressha sentai toqger ninja igasaki clan come across new enemy darkness dr maburo member shadow line created evil version aka ninger serving stealing real aka ningers nintality takaharus life danger hope seems lost ninningers meet toqgers fought defeated shadow line past join force order overcome new crisis,['Action']
Bowser Jr. And Friends the Movie,watch movie wyatt tomlins youtube channel type wyatt tomlin youtube watch full series movie hello bowser jr friend movie movie bowser jr rodger want go trespassing house crossed bud friend kashmir hated idea already trespassed ended killing killervillain named rally inside house butthoung get revenge,['Adventure']
"Wake Up, Girls! 7 Nin No Idol the Movie",green leaf entertainment worst situation talent management agency talent desperate act president junko tange target idol singer market give flunky matsuda marching order get girl group manage even mean building one scratch since complete singing group rarely appear thin air matsudas difficult position find girl right skill dont already contract japan music industry girl maid caf good enough lead singer who fired another group sure one who year old could possibly go wrong,"['Animation', 'Comedy']"
How to Survive a Scary Movie,college student frank sarah oliver find character someone horror flick put head together understand get people killed scary movie,['Comedy']
Soulja Boy: The Movie,young charismatic yet polarizing entrepreneur offer access glimpse life music fascinating career,['Documentary']
TVGN Movie Special: Now You See Me,tvgns movie special see behind scene look summer blockbuster movie electrifying stunt movie secret straight starsto magic moment revealed plus red carpet,['Documentary']
Phua Chu Kang: The Movie,ah pay visit phua chu kang rosie phua disappears mysteriously resurface nursing home run lim lau pek resident dying one one,['Comedy']
Malam Minggu Miko Movie,movie widescreen version tv series name universe cinta dalam kardus film still follows boy named miko went saturday night saturday night search true love,['Comedy']
Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship,power unbelievable treasure god eye searching gokaigers meet ghost ship board however aboard come blow ghost captain losdark forced battle marvelous four gokaigers left hell,"['Short', 'Action', 'Adventure']"
Spiritual Contact: The Movie,since age jeremiah unknown gift th birthday present unaware jeremiah could see parallel world many exists book story ability see paranormal world set jeremiah apart around begin journey continually seeking spiritual help weapon fight battle evil,['Thriller']
Cornhole: The Movie,cornhole movie mockumentary feature film examines life four group quirky character sacrificed exploited shamed life gain certain level minimal fame cincinnati based sport cornhole,['Comedy']
Nordkapp the Movie,true adventure never seen follow extraordinary trip three ordinary rider africa twin motorcycle northernmost part europe see real side adventure riding,['Documentary']
The Amateur Monster Movie,group boy scout mysteriously killed wolflike creature cadaverous island walter romero whose best friend among killed set find exactly happened order reach island walter team johnny mason neighborhood stoner smoke ashley valinski neighborhood hottie get take father boat soon arriving cadaverous island horde zombie steal boat leaving stranded three forced team two cop mayor team botanist either kill monster killed dundundun,"['Comedy', 'Horror']"
The Halloween Store Zombie Wedding Movie,chris newly unemployed junior television journalist find marketing job halloween store helping zombie wedding promotion brainchild ministerturnedowner halloween store host paranormal television show bickering zombie wedding couple two wellmeaning employee get locked halloween store halloween night face wrath legendary return possessed ghostly cowboy mean make sure nobody get alive,"['Comedy', 'Horror']"
Sailor Moon the Movie,sailor princess got killed demon attempt steal sacred powerful goddess crystal hundred year ago soul sailor princess get recarnated half demon half human meet cat dimensional portal become sailor hero protect princess enters secret mission recover crystal get wrong hand story based japanese anime manga sailor moon,"['Short', 'Action']"
Blood Drive: The Movie,isabella writer internet magazine called blood drive specializes supernaturalhorrorvampire genre scary story writing office local bar find inspiration solace dim light anonymous inhabitant research meet psychiatrist dr cooper mention mysterious patient called jade long thought vampire intrigued isabella try locate jade isabella finding obsession job beginning affect nightmare reflect story becoming successively frightening day sometimes feel someone watching following although doesnt see anyone story blending life turn dr cooper advice,"['Horror', 'Thriller']"
The Movie Break-Up,torus hiding dark dangerous secret jason one option break torus black,"['Short', 'Comedy']"
Joffa: The Movie,joffa corfe shane mcrae star couple knockabout handyman passion collingwood football club pair knack attracting trouble drive local priest father bob mcguire point despair film portrays joffa ordinary man fact attracts affection thousand hatred ten thousand man guide collingwood cheer squad,['Documentary']
JCVD's Make My Movie Challenge,contest run funny die website recipient could edit submit video jeanclaude van damme made blue screen short trailer,"['Short', 'Comedy']"
VS: The Movie,ash singer exgang leader arrives back city called home orlando looking start life repent past sin find many obstacle path one old friend looking control street waed collins waed get closer reaching goal seems though ash put plan peaceful life hold order save life woman love woman want dead,['Action']
Zombie Atrocity: The Italian Zombie Movie - Part 2,part two twopart homage parody european horror movie s nobudget epic sequel zombie abomination italian zombie movie part pick action right part leaf like chunkblowing gore ridiculously sexist character load laugh plot cemetery youll enjoy horror festival convention favorite,['Horror']
The Movie Machine: Plan 9 from Outer Space,old movie altered enhanced futuristic audience minute film enhanced special effect virtual effect audience experience show movie film ed wood plan outer space movie become famous movie ed wood one worst movie director played johnny depp,"['Short', 'Comedy', 'Horror']"
My First Movie,el sebas loser overweight doesnt job dream becoming writer hasnt ever written anything day spent hanging old school buddy toncho go primary school reunion fall hopelessly love lety former class nerd wonder puberty turned complete stunner although lety studying law real dream become actress sebas set win heart unlikely way making film star completely lacking fund experience encountering type difficulty process sebas help friend toncho end succeeds making first movie although end day sebas doesnt get girl find something far important along way self esteem,['Comedy']
Akkarakazhchakal - The Movie,viewer sitcom akkarakazhchakal gained popularity almost year ago sure remember antic george thekkumoottil rest gang turned bad day around character relatable wackiness every bit kind used see still see expat householdswhile took nearly year film make youtube interest level never really died episode two ak going sleep become inevitable part u malayalees latenight diet continuity factor kept intact almost entire cast returning play muchadored character including appachan rincy achan shiny jacob embranthiri ikkili chacko awesome foursome babykuttan mahi krish baiju except mathaikunju chacki played different child actor movie resume little ep ended ensemble still manages rake ample amount laugh exceptionally memorable oneliners retaining exact vibe sitcom none character really changed term appearance behavior severe lack central thread bound move story forward yet there enough keep ak fan satisfiedand definitelywhile fanboy still yearning laugh generated character future certain abi varghese ajayan venugopalan seem clear want legacy sitcom upheld hence would never want resort senseless milking sake repeating success fan ak sure great time watching ak movie discussing hilarious moment still able cook new characterssituations preserve comedic halo existing one beyond thanking writerdirector duo wonderful effort,['Comedy']
Doubutsu Sentai Zyuohger the Movie: The Heart Pounding Circus Panic,space circus arrives earth leader domidoll intends enslave zyumans part plan recreate entire universe circus stage way zyuohgers determined protect planet,"['Short', 'Action']"
Fire Fighter - Fire Micro Movie,film micro film line theme main theme generation fire officer soldier scrupulously fulfilled duty sacrificed life bravely tenaciously made selfless dedication condensed spirit style characteristic time fire fighting youth wisdom sweat blood new era new situation fire fighting spirit best described word loyal reliable go fire water serve people perspective fire fighter film restores wonderful performance spirit squadron officer soldier two aspect daily training mountain forest rescue reflects beautiful rebel firefighter world,"['Documentary', 'Short']"
Around China with a Movie Camera,new film compiled bfi national archive unparalleled holding early film china feature film filmed across chinathe cinematic journey around china movie camera contains many film may never seen china least year travelogue newsreel home movie made diverse group british french filmmaker professional mainly enthusiastic amateur including intrepid tourist colonialera expatriate christian missionary,['Documentary']
The Dawkins Movie,teaching young padawan know ethic richard dawkins decides pay visit old friend return realises padawan betrayed joining dark side chris tian dawkins set war stop chris tian,"['Short', 'Action']"
Heart-Pounding! Pretty Cure the Movie: Mana's Getting Married!!? The Dress of Hope Tied to the Future!,one day mana aida receives wedding dress mother grandmother worn past thinking would wear beside someday mysterious man named marsh appears mana thrown back,"['Animation', 'Action', 'Adventure']"
Kochikame - The Movie: Save the Kachidiki Bridge!,police officer kankichi ryotsu back kameri park police box usually mean well often end causing kind trouble one day kankichi run momoko woman went elementary school kankichi kankichi crush kankichi learns momoko single mother work travelling dance group time kankichi dream one day marrying momoko retiring police force kankichi skip job help momokos dance group performance,['Comedy']
Behind Bitch Slap: Building a Better B-Movie,making motion picture bitch slap initial story concept completion principle photography chock full irreverent behind scene footage candid interview cast crew lived talk,['Documentary']
Partners: The Movie III,news report circulates man died kicked horse small island located km away tokyo national police agency director takeru kanbe assigns vice director mineaki kai task making sure rumor surrounding incident fully investigated soon partner ukyo sugishita tooru kai dispatched island conduct investigation ukyo tooru arrive island privately owned wealthy businessman discover unit former selfdefense force personnel set small community participate training exercise ukyo initially expected investigating accidental death quickly becomes convinced actually murder however finally manage uncover conclusive evidence soldier attack,['Crime']
Beach Bar: The Movie,mark life running perfect money friend skyrocketing fame viral video sensation eve promotional tour everything start come apart becomes custodian rebellious streetwise teensister cant go tour angry gangster promoter heals home away home local beach bar going sold greedy developer doesnt take long mark find league term career business ability look sister help cast hysterical character beach community mark fight hold frayed end life give real purpose life save bar career family beach bar movie spinoff universal picture international feature hole one,['Comedy']
Movie Night,small suburban hood nukaville new jersey life story young jerry rizzo year old cant get enough horror film one day fatal mistake one bully school turn jerry path brutal serial killer happens theyre scary movie week nonstop horror horror horror television jerry killing everyone way survive victim last movie night,['Horror']
An Introduction to Dating? the Movie,four single girlfriend one pamela getting married soon expects three bring date wedding,"['Short', 'Comedy', 'Romance']"
Another Fucking Adam Sandler Movie,david michael debate traveling back time kill adam sandler order prevent adam sandler movie,"['Short', 'Comedy']"
NC Comicon: The Movie,official documentary nc comicon three day amazing studio camera followed comicon crew madness come putting comic book convention guest gerard way chemical romance umbrella academy doom patrol charlie adlard walking dead plus massive event legendary party sea comic book fan guy gal nc comicon really hand full,"['Documentary', 'Short']"
The 4 Movie,anthology featuring four story directed four acclaimed thai director story center around theme covering drama action thriller comedy movie kid create virus reduce world population telephone try coffee shop movie someone office hate bos want get present special black magic gift shop movie burglar fail latest job shoot woman one want quit friend force continue try end hide abandoned hospital big fight break movie grandpa dy wake thing dont go planned,['Horror']
Big Movie Premiere: Eat Pray Love,tv guide brings behind scene look julia robert take best selling book eat pray love,['Documentary']
Passion & Poetry: Sam's Trucker Movie,cineasts worldwide sam peckinpah best known masterpiece wild bunch one best film ever made genuine american classic yet general mainstream audience film everybody seems know name peckinpah mentioned convoy fact convoy peckinpahs biggest success box office outgrossing even hit getaway entertaining actioner turned commercial winner public favorite fact troubled production history many viewer fan probably astounished learn full story convoy subject new documentary passion amp poetry sam trucker movie,['Documentary']
Max's Movie,year old max greatest wish make film writes screenplay work home scifi film school max outsider teased classmate best friend tariq cant really help hero max film exists imagination one day max screenplay stolen break get unexpected help mia new girl class show real friend much better fictitious one,['Comedy']
Silverlake Video: The Movie,based true event ben regular guy verge losing video store one day get business partner lease expires day take turn worse league girlfriend leaf message proclaiming need talk else turn moral support open pandora box seek advice local flavor neighborhood silverlake,['Comedy']
Goose Bumps: The Movie 2,second movie popular omnibus horror drama torihada depicts madness fear lurking everyday life based concept appearing ghost paranormal phenomenon stirring music excessive dire,['Horror']
Underground Entertainment: The Movie,th anniversary edgy little cable show underground entertainment author along many sf horror b celebrity cameo remember pushed envelope shocked entertained also introduced audience many movie comic convention,"['Documentary', 'Comedy']"
"Bang, Bang! An American Horror Movie",whats girl life boyfriend apartment job pregnancy built lie denial crashing mary jane stop taking med get gun reality mental illness collide plunge madness random violence world hurt better watch,['Thriller']
Dragon Force: The Movie,five brave wise excellent special police officer receive gsb base request wearing nanotechnology distortion helmet armor travel earth dangerous volcanic island together investigate energy vanishing event encounter unexpected alien attack,"['Animation', 'Action', 'Adventure']"
Ah Beng the Movie: 3 Wishes,eve lunar new year village every household busy preparing receive auspicious god fortune gof come midnight people various race impersonate gof walk household offer mandarin orange lucky number return ang pau ah bengs father poor dish coin gof worst dressed scruffy gof receives tiny token ah bengs father fact true almighty gof without realizing ah bengs father comment better dressed wish good luck good health sincerely true gof surprised touched ah bengs father sincerity grant wish notsobright security guard ah beng work open carpark bullied group rich brat luxury car parking fee mysterious guy come help ah beng grateful help ah beng invite life thing start change around one day work bobby injured filming help ah beng rain mysterious guy bobby brought hospital see ah lian salted fish lian salted fish lian collecting medicine pharmacy ah beng gang secretly investigates salted fish lians condition shocked find salted fish lian sick back home ah beng gang thinking way save salted fish lian bobby spot talent search contest newspaper massive grand prize cash rain bobby ah beng quickly form singing trio join contest win mysterious guy,['Comedy']
Boseefus: The Movie,unexpected kidnapping sister charlie must gather wongoo man rest friend go find journey however realize dealing bigger threat anticipated,['Comedy']
Spoof Movie No Jutsu!,film rare example great comedy spoof movie genuine comedy without horrible lack humour recent parody film meet spartan vampire suck example film actually recognizable plot distinguishable character side splitting comedy although reference source material film stand great achievement comedy dont seen kung pow naruto understand humour knowing pop culture reference would definitely help even amazing realize character voiced one man save one line dialogue edited together man one week around great experience cannot recommend enough film review jutsu,"['Animation', 'Short', 'Action']"
Gatsby: The Movie... Kind Of,mission go awry agent james gatsby new recruit nick carraway find hunt finally bring major international terrorist organization east egg led sinister tom buchanan,"['Short', 'Action']"
The U Movie,bored school bored everyday routine idea second year university ended summer work began late september left canada backpacking adventure headed south pacific tom two video camera documented journey movie take u adventure help friend met along way curiosity passion live venture time life dream welcome u,"['Documentary', 'Adventure']"
Hayate the Combat Butler Movie: Heaven Is a Place on Earth,hayate nagi gang spend last day summer break nishizawas countryside vacation home mysterious spirit concocted scheme separate butler young mistress,"['Animation', 'Comedy', 'Romance']"
Horror Movie Workout,group low budget horror actress led scream queen jennii caroline get together watch scary movie suddenly stalked real life monster maniac show aerobics mo,['Horror']
Immersion the Movie,immersion movie journey surfing year making immersion feature surfing greatest talent personality take world isolated notorious picturesque surfing location australia hawaii fiji tahiti film capture mindblowing swell event made history glue viewer seat travel following footstep film maker tim bonython embark memorable journey sequence purpose story tell immersion intense sight sound experience surfing enthusiast ocean lover taste generation walk live,"['Documentary', 'Action', 'Adventure']"
Ressha Sentai ToQger: The Movie - Galaxy Line SOS,ressha sentai toqger movie galaxy line so japanese film serving theatrical adaptation super sentai television series ressha sentai toqger released july doublebilling kamen rider gaim great soccer battle golden fruit cup feature toqgers helping lady conductor galaxy line attacked count nile shadow line film introduces safari ressha transforms safarigaoh,"['Short', 'Action']"
Ratu: The Movie,ten contestant set journey secluded island audition chance winning coveted title beauty pageant pesona ratu journey supposed filled contestant challenging set title winner little know left island filled mystery danger contestant got bargained soon enough tragedy started happening outwit outlast save life island,"['Adventure', 'Comedy', 'Horror']"
FluffyMarioBros the Movie,two threat start invade mushroom kingdom world taken would stop two courageous hero mario luigi must stop alien ship defeat evil stand way also discover mission threat want take mushroom kingdom,['Adventure']
The Thanksgivukkah Movie Trailer,thanksgivinghanukkah movie weve waiting starring nick kroll penny marshall fred willard kumail nanjiani fred melamed,"['Short', 'Comedy']"
Friends and Money: The Movie,fam hiphip driven urban crime drama detective denise jackson investigates disappearance good friend selma prostitute bank heist must follow bread crumb trail pimp bank robber old friend,['Short']
Hawk(e): The Movie,moviemakercomeidiot mike hawk set making latest movie romcom called get becky laid followed pursuit documentary maker film fanatic philip k longfellow mike hawk also play lead character named mike hawke adding additional e name distinguish two mike bitten chew followed get making film achieving sheer determination ignorance,['Comedy']
The Real Housewives Parody Movie,mockumentary style film spoof name calling madness mayhem six new york outlandish reality television diva top antic contrived charity event cat fight,"['Short', 'Comedy']"
Edith Movie,know parallel world fire cleanses instead destroying first page film unfold theater subversive magician sanford reno charalambides seems draw attention among enthusiastic crowd edith eva galani together mother theodora siarkou watching bated breath magic trick stand like flame darkness one trick requires participation viewer edith take decision would overturn life also costar william sotiris soteriades fate bring strange way two people everyone witness thrilling story,"['Short', 'Thriller']"
True Blood: The Parody Movie,true blood parody movie campy spoof movie hit popular original hbo show vampire shape shifter human collide fictitious southern town louisiana,"['Short', 'Comedy']"
Closet Space: The Movie,film married man named james robert getting use strange new job work year james finally back foot idea world come crashing james rent closet space thats right closet space house closet house closet space kind rent want hid dark secret fantasy come true james strangest job ever heard one job truly understands closet space even possible surprised people keep closet space,"['Comedy', 'Romance']"
Mad Movie,former actress ayaka korean boyfriend friend saori visit south korea tricked acting horror film theyre lured amusement park basement suspicious crew raising doubt motif,['Horror']
Hot Movie Sets,onehour premiere special travel channel hollywood pro reveal behindthescenes star secret hangover bangkok fast five puerto rico cocktail jamaica jump street ocean blockbuster place epic screen hollywood top director actor cant resist hitting road filming location movie star fun hot movie set put u shoe hollywood hottest leading lady coolest hero notorious nightspot bangkok wolf pack hangover misadventure private island johnny depp stranded penelope cruz pirate caribbean stranger tide surprising location fast five vin diesel dwayne johnson satisfy need speed feel right home hot movie set ticket alist movie adventure hot movie set also uncovers hangout hotel suite star enjoyed filming location instance check squarefoot villa george clooney brad pitt stayed shooting iconic heist movie ocean catch burlesque show new orleans bar year sexiest man alive actor channing tatum opened filming jump street big easy,['Documentary']
UNSTUCK: an OCD kids movie,six kid ocd share learned face fear stop ritual regain control life,"['Documentary', 'Short']"
Montenegro Road Movie,andjela decides start exciting risky road trip adventure montenegro company best friend two stranger part social experiment,"['Adventure', 'Comedy']"
Live or Let Die - The Movie,man set find wife apocalyptic world overrun living dead living dangerous deadly relentless living dead,"['Short', 'Horror', 'Thriller']"
Vanity Fair: Ludacris Recaps Every Fast & Furious Movie in 8 Minutes,ludacris give u rundown seven fast furious movie first movie way latest film fate furious debut april th theater nationwide,['Short']
Movie,alex walker evan campo make independent film warring drug gang new york city finance film selling drug service erotic masseuse cindy also producer,['Comedy']
Icrush the Movie,film based houston texascurtis meet internet crush katrina first time go date,['Comedy']
The Funniest Movie Ever... Just Kidding,mockumentary steve deed amateur comedian leaf agawam hollywood convinced take become huge star,['Comedy']
The Giant Rubber Monster Movie: Sascratch Versus Afrodesious,evil vegetarian year ad dr sigmund zoid steal time machine travel back present day mission destroy earth edible animal using giant monster control fortunately miko young stowaway zoids ship escape help earthling new serial killing best friend ken side miko commandeers one zoids giant monster fight earth,"['Short', 'Comedy', 'Horror']"
Slender's Park the Movie,plot short film based crepypasta know crepypasta slender man changed story view main character family man,"['Short', 'Horror']"
Shuriken Sentai Ninninger the Movie: The Dinosaur Lord's Splendid Ninja Scroll!,last ninja yoshitaka igasaki sends disciple ninningers special mission summer vacation shinobigakure castle meet lord tatsunosuke hakkaku however lord hakkaku turned strange dinosaurlike creature strange curse kibaoni army corp general juza yumihari arrived village well seeking legendary evil dragon,"['Short', 'Action']"
Dogs Not Allowed: A Silent Movie,intricate drama unravels connect two kindred spirit film go suggest love universal concept travel human understanding emotion kindness rewarded compassion two way gift world man preying man goodness exist dog allowed also modern rendition old aesop fable lion mouse george bernard shaw play androcles lion,['Short']
Riverdale: The Archie Movie Trailer,parody archie comic hollywood reimaginings riverdale present gang classic comic book hero youve come love realistic situation action consequence originally intended part sketch comedy show cross eyed bear sketch went win canadian comedy award best web clip helped launch career filmmaker,"['Short', 'Comedy']"
Starfleet a Minecraft Movie,fate universe balance starfleet academy student take action fight force borg intense battle save academy,"['Animation', 'Short']"
Before Suicide Movie,alex tried find job several month unsuccessfulthe loan debt pillingthe bank calling himhis wife fighting himshe wanted divorce himhis friend left himhis landlord told leave apartment next dayhis option commit suicide,['Short']
Granddaddy Tha Movie,time period slavery abolishedthere many free slave sacrificed way others surviveevery would rise certain type street justice hero among themhe many name knew granddaddy back everything,['Action']
